EventTime,EventType,Event
,AGENT_TYPE,ZeroIntelligenceAgent
,STARTING_CASH,10000000
2019-06-28 09:30:00.000000000,HOLDINGS_UPDATED,{'CASH': 10000000}
2019-06-28 09:30:00.000000010,BID_DEPTH,"[(99960, 100)]"
2019-06-28 09:30:00.000000010,ASK_DEPTH,"[(100102, 100)]"
2019-06-28 09:30:00.000000010,IMBALANCE,"[100, 100]"
2019-06-28 09:31:22.860436426,BID_DEPTH,"[(99984, 436)]"
2019-06-28 09:31:22.860436426,ASK_DEPTH,"[(100027, 536)]"
2019-06-28 09:31:22.860436426,IMBALANCE,"[436, 536]"
2019-06-28 09:53:35.261919216,BID_DEPTH,"[(99961, 384)]"
2019-06-28 09:53:35.261919216,ASK_DEPTH,"[(100043, 184)]"
2019-06-28 09:53:35.261919216,IMBALANCE,"[384, 184]"
2019-06-28 09:55:56.142616270,BID_DEPTH,"[(100116, 201)]"
2019-06-28 09:55:56.142616270,ASK_DEPTH,"[(100139, 268)]"
2019-06-28 09:55:56.142616270,IMBALANCE,"[201, 268]"
2019-06-28 09:55:56.142616270,HOLDINGS_UPDATED,"{'CASH': -13900, 'JPM': 100}"
2019-06-28 10:03:03.739947828,BID_DEPTH,"[(100003, 100)]"
2019-06-28 10:03:03.739947828,ASK_DEPTH,"[(100095, 214)]"
2019-06-28 10:03:03.739947828,IMBALANCE,"[100, 214]"
2019-06-28 10:04:42.365400150,BID_DEPTH,"[(99962, 268)]"
2019-06-28 10:04:42.365400150,ASK_DEPTH,"[(100049, 268)]"
2019-06-28 10:04:42.365400150,IMBALANCE,"[268, 268]"
2019-06-28 10:19:14.817735850,BID_DEPTH,"[(99758, 436)]"
2019-06-28 10:19:14.817735850,ASK_DEPTH,"[(99823, 436)]"
2019-06-28 10:19:14.817735850,IMBALANCE,"[436, 436]"
2019-06-28 10:20:48.624112627,HOLDINGS_UPDATED,{'CASH': 9981800}
2019-06-28 10:24:13.094567000,BID_DEPTH,"[(100295, 201)]"
2019-06-28 10:24:13.094567000,ASK_DEPTH,"[(100439, 268)]"
2019-06-28 10:24:13.094567000,IMBALANCE,"[201, 268]"
2019-06-28 10:25:48.127230315,HOLDINGS_UPDATED,"{'CASH': -29600, 'JPM': 100}"
2019-06-28 10:54:25.681251516,BID_DEPTH,"[(101198, 314)]"
2019-06-28 10:54:25.681251516,ASK_DEPTH,"[(101225, 214)]"
2019-06-28 10:54:25.681251516,IMBALANCE,"[314, 214]"
2019-06-28 10:54:25.681251516,HOLDINGS_UPDATED,{'CASH': 10090200}
2019-06-28 10:56:44.304062192,BID_DEPTH,"[(101195, 89)]"
2019-06-28 10:56:44.304062192,ASK_DEPTH,"[(101341, 167)]"
2019-06-28 10:56:44.304062192,IMBALANCE,"[89, 167]"
2019-06-28 10:56:44.304062192,HOLDINGS_UPDATED,"{'CASH': 12316490, 'JPM': -22}"
2019-06-28 10:56:44.304062192,HOLDINGS_UPDATED,"{'CASH': 19096555, 'JPM': -89}"
2019-06-28 10:57:00.000000000,HOLDINGS_UPDATED,"{'CASH': 19298945, 'JPM': -91}"
2019-06-28 10:57:00.000000000,HOLDINGS_UPDATED,"{'CASH': 19804920, 'JPM': -96}"
2019-06-28 10:57:00.000000000,HOLDINGS_UPDATED,"{'CASH': 19906115, 'JPM': -97}"
2019-06-28 10:57:00.000000000,HOLDINGS_UPDATED,"{'CASH': 20007310, 'JPM': -98}"
2019-06-28 10:57:00.000000000,HOLDINGS_UPDATED,"{'CASH': 20209700, 'JPM': -100}"
2019-06-28 11:23:19.617169399,BID_DEPTH,"[(99170, 268)]"
2019-06-28 11:23:19.617169399,ASK_DEPTH,"[(99222, 190)]"
2019-06-28 11:23:19.617169399,IMBALANCE,"[268, 190]"
2019-06-28 11:33:06.447545819,BID_DEPTH,"[(98564, 161)]"
2019-06-28 11:33:06.447545819,ASK_DEPTH,"[(98691, 165)]"
2019-06-28 11:33:06.447545819,IMBALANCE,"[161, 165]"
2019-06-28 11:33:08.081184248,HOLDINGS_UPDATED,"{'CASH': 30070700, 'JPM': -200}"
2019-06-28 12:31:01.511577690,BID_DEPTH,"[(98761, 167)]"
2019-06-28 12:31:01.511577690,ASK_DEPTH,"[(99060, 59)]"
2019-06-28 12:31:01.511577690,IMBALANCE,"[167, 59]"
2019-06-28 12:31:16.438938178,HOLDINGS_UPDATED,"{'CASH': 39964500, 'JPM': -300}"
2019-06-28 12:42:41.597940746,BID_DEPTH,"[(99659, 212)]"
2019-06-28 12:42:41.597940746,ASK_DEPTH,"[(99995, 214)]"
2019-06-28 12:42:41.597940746,IMBALANCE,"[212, 214]"
2019-06-28 12:42:41.597940746,HOLDINGS_UPDATED,"{'CASH': 49731082, 'JPM': -398}"
2019-06-28 12:42:41.597940746,HOLDINGS_UPDATED,"{'CASH': 49930400, 'JPM': -400}"
2019-06-28 13:15:09.341067464,BID_DEPTH,"[(99669, 434)]"
2019-06-28 13:15:09.341067464,ASK_DEPTH,"[(99947, 330)]"
2019-06-28 13:15:09.341067464,IMBALANCE,"[434, 330]"
2019-06-28 13:15:09.341067464,HOLDINGS_UPDATED,"{'CASH': 59697962, 'JPM': -498}"
2019-06-28 13:15:09.341067464,HOLDINGS_UPDATED,"{'CASH': 59897300, 'JPM': -500}"
2019-06-28 13:47:30.820366909,BID_DEPTH,"[(99665, 436)]"
2019-06-28 13:47:30.820366909,ASK_DEPTH,"[(99696, 436)]"
2019-06-28 13:47:30.820366909,IMBALANCE,"[436, 436]"
2019-06-28 13:47:30.820366909,HOLDINGS_UPDATED,"{'CASH': 49927700, 'JPM': -400}"
2019-06-28 13:56:09.006671384,BID_DEPTH,"[(100489, 214)]"
2019-06-28 13:56:09.006671384,ASK_DEPTH,"[(100500, 108)]"
2019-06-28 13:56:09.006671384,IMBALANCE,"[214, 108]"
2019-06-28 13:56:09.006671384,HOLDINGS_UPDATED,"{'CASH': 39877700, 'JPM': -300}"
2019-06-28 14:58:28.015028299,BID_DEPTH,"[(99951, 284)]"
2019-06-28 14:58:28.015028299,ASK_DEPTH,"[(100036, 184)]"
2019-06-28 14:58:28.015028299,IMBALANCE,"[284, 184]"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 40077704, 'JPM': -302}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 40577714, 'JPM': -307}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 40677716, 'JPM': -308}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 40777718, 'JPM': -309}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 41077724, 'JPM': -312}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 41777738, 'JPM': -319}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 42177746, 'JPM': -323}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 42677756, 'JPM': -328}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 43377770, 'JPM': -335}"
2019-06-28 14:59:00.000000000,HOLDINGS_UPDATED,"{'CASH': 43577774, 'JPM': -337}"
